gene_a	gene_b	weight	abs_weight	edge_type
VCAN	COL1A1	0.76515	0.76515	positive
VCAN	MXRA5	0.783518	0.783518	positive
VCAN	SULF1	0.812393	0.812393	positive
ASPM	ANLN	0.83404	0.83404	positive
ASPM	CDC20	0.831922	0.831922	positive
ASPM	CENPF	0.931852	0.931852	positive
ASPM	EXO1	0.882739	0.882739	positive
ASPM	KIF20A	0.846103	0.846103	positive
ASPM	KIF4A	0.896987	0.896987	positive
ASPM	MKI67	0.880355	0.880355	positive
ASPM	NCAPG	0.879678	0.879678	positive
ASPM	PBK	0.757285	0.757285	positive
ASPM	TROAP	0.816881	0.816881	positive
NCAPG	ANLN	0.841985	0.841985	positive
NCAPG	CDC20	0.893473	0.893473	positive
NCAPG	CENPF	0.833296	0.833296	positive
NCAPG	EXO1	0.898846	0.898846	positive
NCAPG	KIF20A	0.883111	0.883111	positive
NCAPG	KIF4A	0.917648	0.917648	positive
NCAPG	MKI67	0.828899	0.828899	positive
NCAPG	PBK	0.824944	0.824944	positive
NCAPG	TROAP	0.852112	0.852112	positive
TROAP	ANLN	0.747089	0.747089	positive
TROAP	CDC20	0.890821	0.890821	positive
TROAP	CENPF	0.771609	0.771609	positive
TROAP	EXO1	0.826741	0.826741	positive
TROAP	KIF20A	0.82537	0.82537	positive
TROAP	KIF4A	0.845275	0.845275	positive
TROAP	MKI67	0.73883	0.73883	positive
TROAP	PBK	0.764855	0.764855	positive
COL1A1	COL5A1	0.922247	0.922247	positive
COL1A1	ITGA11	0.7984	0.7984	positive
COL1A1	CILP2	0.738696	0.738696	positive
COL1A1	CPXM1	0.750661	0.750661	positive
COL1A1	CTHRC1	0.701518	0.701518	positive
COL1A1	LRRC15	0.799348	0.799348	positive
COL1A1	MXRA5	0.784421	0.784421	positive
COL1A1	SULF1	0.78765	0.78765	positive
CTHRC1	SULF1	0.747098	0.747098	positive
CTHRC1	TNFAIP6	0.718265	0.718265	positive
LRRK2	SFTPA2	0.730245	0.730245	positive
PTGDS	C7	0.701324	0.701324	positive
GPIHBP1	BTNL9	0.717039	0.717039	positive
CENPF	ANLN	0.788801	0.788801	positive
CENPF	CDC20	0.787879	0.787879	positive
CENPF	EXO1	0.854286	0.854286	positive
CENPF	KIF20A	0.827164	0.827164	positive
CENPF	KIF4A	0.874288	0.874288	positive
CENPF	MKI67	0.903139	0.903139	positive
CENPF	PBK	0.70643	0.70643	positive
FHL1	C7	0.718468	0.718468	positive
KIF20A	ANLN	0.811777	0.811777	positive
KIF20A	CDC20	0.865194	0.865194	positive
KIF20A	EXO1	0.852191	0.852191	positive
KIF20A	KIF4A	0.876552	0.876552	positive
KIF20A	MKI67	0.806273	0.806273	positive
KIF20A	PBK	0.761887	0.761887	positive
MKI67	ANLN	0.811746	0.811746	positive
MKI67	CDC20	0.760141	0.760141	positive
MKI67	EXO1	0.816693	0.816693	positive
MKI67	KIF4A	0.864597	0.864597	positive
CDC20	ANLN	0.834801	0.834801	positive
CDC20	EXO1	0.860886	0.860886	positive
CDC20	KIF4A	0.892203	0.892203	positive
CDC20	PBK	0.782239	0.782239	positive
PBK	EXO1	0.806499	0.806499	positive
PBK	KIF4A	0.77866	0.77866	positive
COL5A1	CPXM1	0.745623	0.745623	positive
COL5A1	ITGA11	0.836532	0.836532	positive
COL5A1	LRRC15	0.786495	0.786495	positive
COL5A1	MXRA5	0.852539	0.852539	positive
COL5A1	SULF1	0.788289	0.788289	positive
ACTG2	MYH11	0.740247	0.740247	positive
ACTG2	CNN1	0.882335	0.882335	positive
SULF1	ITGA11	0.800204	0.800204	positive
SULF1	LRRC15	0.74326	0.74326	positive
SULF1	MXRA5	0.800939	0.800939	positive
SULF1	TNFAIP6	0.734671	0.734671	positive
ITGA11	CILP2	0.706285	0.706285	positive
ITGA11	COL10A1	0.853662	0.853662	positive
ITGA11	LRRC15	0.813851	0.813851	positive
ITGA11	MMP11	0.729254	0.729254	positive
ITGA11	MXRA5	0.785796	0.785796	positive
ANLN	EXO1	0.837973	0.837973	positive
ANLN	KIF4A	0.889577	0.889577	positive
IFIT1	IFI6	0.814851	0.814851	positive
COL10A1	LRRC15	0.732773	0.732773	positive
COL10A1	MMP11	0.734919	0.734919	positive
CNN1	MYH11	0.764185	0.764185	positive
GPX2	AKR1C2	0.72212	0.72212	positive
EXO1	KIF4A	0.901978	0.901978	positive
LRRC15	MXRA5	0.774411	0.774411	positive
