gene_a	gene_b	weight	abs_weight	edge_type
SULF1	ADAM12	0.824661	0.824661	positive
SULF1	LOXL2	0.651039	0.651039	positive
SULF1	ROR2	0.623282	0.623282	positive
SULF1	THY1	0.736321	0.736321	positive
TPX2	MAD2L1	0.835623	0.835623	positive
TPX2	CCNB1	0.856969	0.856969	positive
TPX2	CCNB2	0.902566	0.902566	positive
TPX2	NEK2	0.898685	0.898685	positive
TPX2	UBE2T	0.782363	0.782363	positive
TPX2	CCNE2	0.724532	0.724532	positive
TPX2	CDCA5	0.93628	0.93628	positive
TPX2	CDCA8	0.917311	0.917311	positive
TPX2	ESPL1	0.901844	0.901844	positive
TPX2	FOXM1	0.915031	0.915031	positive
TPX2	GTSE1	0.912437	0.912437	positive
TPX2	KIF11	0.917517	0.917517	positive
TPX2	KIFC1	0.921704	0.921704	positive
TPX2	MKI67	0.87097	0.87097	positive
TPX2	TK1	0.761846	0.761846	positive
TPX2	TOP2A	0.908837	0.908837	positive
TPX2	DNMT3B	0.632845	0.632845	positive
FHL1	EDNRB	0.674168	0.674168	positive
FHL1	HSPA12B	0.606221	0.606221	positive
FHL1	PTGDS	0.603931	0.603931	positive
FHL1	SLIT2	0.658611	0.658611	positive
FHL1	SLIT3	0.72512	0.72512	positive
FHL1	SOX7	0.655969	0.655969	positive
FHL1	TEK	0.745153	0.745153	positive
FHL1	TGFBR3	0.686927	0.686927	positive
SFRP4	CTSK	0.6145	0.6145	positive
SFRP4	HTRA3	0.638384	0.638384	positive
SFRP4	MXRA5	0.603203	0.603203	positive
SFRP4	THY1	0.655368	0.655368	positive
CXCR3	CCL4	0.627038	0.627038	positive
CXCR3	CD5	0.742176	0.742176	positive
CXCR3	DOK2	0.614022	0.614022	positive
CXCR3	PRF1	0.613364	0.613364	positive
CCL18	DOK2	0.691291	0.691291	positive
CCL18	MSR1	0.63329	0.63329	positive
CCL18	VSIG4	0.702314	0.702314	positive
CCL18	AQP9	0.621276	0.621276	positive
AKR1C1	AKR1C3	0.859796	0.859796	positive
AKR1C1	NQO1	0.732473	0.732473	positive
ADAMTS1	SOX7	0.621839	0.621839	positive
PDPN	ANGPTL2	0.658804	0.658804	positive
PDPN	CTSK	0.606045	0.606045	positive
PDPN	MXRA5	0.601138	0.601138	positive
PDPN	ROR2	0.610018	0.610018	positive
CSF1	DOK2	0.616747	0.616747	positive
PRF1	CCL4	0.675622	0.675622	positive
AKR1C3	NQO1	0.737658	0.737658	positive
AGER	EDNRB	0.62994	0.62994	positive
AGER	DUOX1	0.614848	0.614848	positive
ROR2	ANGPTL2	0.667548	0.667548	positive
ROR2	CTSK	0.646268	0.646268	positive
ROR2	HTRA3	0.635948	0.635948	positive
ROR2	MXRA5	0.699413	0.699413	positive
ROR2	THY1	0.676209	0.676209	positive
ROR2	ADAM12	0.67108	0.67108	positive
AIM2	CCL4	0.624718	0.624718	positive
VSIG4	DOK2	0.830953	0.830953	positive
VSIG4	MSR1	0.896618	0.896618	positive
VSIG4	AQP9	0.764906	0.764906	positive
VSIG4	CCL3	0.61568	0.61568	positive
VSIG4	FCN1	0.682197	0.682197	positive
TK1	MAD2L1	0.718434	0.718434	positive
TK1	CCNB1	0.720599	0.720599	positive
TK1	CCNB2	0.77705	0.77705	positive
TK1	NEK2	0.717867	0.717867	positive
TK1	UBE2T	0.713127	0.713127	positive
TK1	CDCA5	0.794747	0.794747	positive
TK1	CDCA8	0.765888	0.765888	positive
TK1	ESPL1	0.700387	0.700387	positive
TK1	FOXM1	0.730717	0.730717	positive
TK1	GTSE1	0.754461	0.754461	positive
TK1	KIF11	0.687598	0.687598	positive
TK1	KIFC1	0.74704	0.74704	positive
TK1	MKI67	0.615403	0.615403	positive
TK1	TOP2A	0.72296	0.72296	positive
CDKN2B	CDKN2A	0.611227	0.611227	positive
SLIT3	HGF	0.633139	0.633139	positive
SLIT3	HSPA12B	0.681781	0.681781	positive
SLIT3	PTGDS	0.607741	0.607741	positive
SLIT3	SLIT2	0.674421	0.674421	positive
SLIT3	IGF1	0.618515	0.618515	positive
SLIT3	TEK	0.710458	0.710458	positive
SLIT3	TGFBR3	0.609324	0.609324	positive
TOP2A	MAD2L1	0.819969	0.819969	positive
TOP2A	CCNB1	0.817033	0.817033	positive
TOP2A	CCNB2	0.860741	0.860741	positive
TOP2A	NEK2	0.870887	0.870887	positive
TOP2A	UBE2T	0.759831	0.759831	positive
TOP2A	CCNE2	0.756751	0.756751	positive
TOP2A	CDCA5	0.874486	0.874486	positive
TOP2A	CDCA8	0.873376	0.873376	positive
TOP2A	ESPL1	0.854993	0.854993	positive
TOP2A	FOXM1	0.835148	0.835148	positive
TOP2A	GTSE1	0.857774	0.857774	positive
TOP2A	KIF11	0.88044	0.88044	positive
TOP2A	KIFC1	0.864001	0.864001	positive
TOP2A	MKI67	0.817825	0.817825	positive
MSR1	DOK2	0.772708	0.772708	positive
MSR1	AQP9	0.726875	0.726875	positive
MSR1	CCL3	0.603711	0.603711	positive
DOK2	CCL4	0.622088	0.622088	positive
DOK2	CD5	0.61786	0.61786	positive
DOK2	CCL3	0.653884	0.653884	positive
DOK2	FCN1	0.73826	0.73826	positive
TGFBR3	EDNRB	0.607969	0.607969	positive
TGFBR3	TEK	0.601045	0.601045	positive
HTRA3	ANGPTL2	0.708516	0.708516	positive
HTRA3	CTSK	0.672145	0.672145	positive
HTRA3	ADAM12	0.699316	0.699316	positive
HTRA3	MXRA5	0.711471	0.711471	positive
HTRA3	THY1	0.802061	0.802061	positive
ANGPT2	ESM1	0.763183	0.763183	positive
ANGPTL2	ADAM12	0.726379	0.726379	positive
ANGPTL2	CTSK	0.665389	0.665389	positive
ANGPTL2	LOX	0.730015	0.730015	positive
ANGPTL2	LOXL2	0.65674	0.65674	positive
ANGPTL2	MCAM	0.609579	0.609579	positive
ANGPTL2	MXRA5	0.793833	0.793833	positive
ANGPTL2	THY1	0.768403	0.768403	positive
PTGDS	CD5	0.658515	0.658515	positive
CDCA5	MAD2L1	0.845237	0.845237	positive
CDCA5	CCNB1	0.847775	0.847775	positive
CDCA5	CCNB2	0.895255	0.895255	positive
CDCA5	NEK2	0.870575	0.870575	positive
CDCA5	UBE2T	0.784447	0.784447	positive
CDCA5	CCNE2	0.735367	0.735367	positive
CDCA5	CDCA8	0.910784	0.910784	positive
CDCA5	DNMT3B	0.600142	0.600142	positive
CDCA5	ESPL1	0.875656	0.875656	positive
CDCA5	FOXM1	0.905707	0.905707	positive
CDCA5	GTSE1	0.895425	0.895425	positive
CDCA5	KIF11	0.883717	0.883717	positive
CDCA5	KIFC1	0.906853	0.906853	positive
CDCA5	MKI67	0.829493	0.829493	positive
KIFC1	MAD2L1	0.784444	0.784444	positive
KIFC1	CCNB1	0.814892	0.814892	positive
KIFC1	CCNB2	0.87538	0.87538	positive
KIFC1	NEK2	0.861562	0.861562	positive
KIFC1	UBE2T	0.775527	0.775527	positive
KIFC1	CCNE2	0.742287	0.742287	positive
KIFC1	CDCA8	0.90236	0.90236	positive
KIFC1	ESPL1	0.894825	0.894825	positive
KIFC1	FOXM1	0.875914	0.875914	positive
KIFC1	GTSE1	0.891326	0.891326	positive
KIFC1	KIF11	0.869968	0.869968	positive
KIFC1	DNMT3B	0.644176	0.644176	positive
KIFC1	MKI67	0.815456	0.815456	positive
SERPINF1	CTSK	0.601846	0.601846	positive
SERPINF1	THY1	0.617244	0.617244	positive
ADAM12	CTSK	0.651214	0.651214	positive
ADAM12	LOX	0.679583	0.679583	positive
ADAM12	MXRA5	0.795919	0.795919	positive
ADAM12	THY1	0.745061	0.745061	positive
ADAM12	LOXL2	0.720887	0.720887	positive
CCNB2	MAD2L1	0.888298	0.888298	positive
CCNB2	CCNB1	0.893983	0.893983	positive
CCNB2	CCNE2	0.717858	0.717858	positive
CCNB2	CDCA8	0.889921	0.889921	positive
CCNB2	ESPL1	0.823305	0.823305	positive
CCNB2	FOXM1	0.859857	0.859857	positive
CCNB2	GTSE1	0.861759	0.861759	positive
CCNB2	KIF11	0.871025	0.871025	positive
CCNB2	MKI67	0.76983	0.76983	positive
CCNB2	NEK2	0.891576	0.891576	positive
CCNB2	UBE2T	0.839548	0.839548	positive
CDCA8	MAD2L1	0.836261	0.836261	positive
CDCA8	CCNB1	0.842202	0.842202	positive
CDCA8	NEK2	0.872383	0.872383	positive
CDCA8	UBE2T	0.789832	0.789832	positive
CDCA8	CCNE2	0.748794	0.748794	positive
CDCA8	ESPL1	0.859065	0.859065	positive
CDCA8	FOXM1	0.849028	0.849028	positive
CDCA8	GTSE1	0.868652	0.868652	positive
CDCA8	KIF11	0.860238	0.860238	positive
CDCA8	MKI67	0.780982	0.780982	positive
GTSE1	MAD2L1	0.778696	0.778696	positive
GTSE1	CCNB1	0.796373	0.796373	positive
GTSE1	NEK2	0.838294	0.838294	positive
GTSE1	UBE2T	0.730192	0.730192	positive
GTSE1	CCNE2	0.684108	0.684108	positive
GTSE1	ESPL1	0.889853	0.889853	positive
GTSE1	FOXM1	0.895963	0.895963	positive
GTSE1	DNMT3B	0.621505	0.621505	positive
GTSE1	KIF11	0.861248	0.861248	positive
GTSE1	MKI67	0.838096	0.838096	positive
HOPX	NKX2-1	0.607081	0.607081	positive
ESPL1	MAD2L1	0.737472	0.737472	positive
ESPL1	CCNB1	0.784564	0.784564	positive
ESPL1	NEK2	0.83284	0.83284	positive
ESPL1	UBE2T	0.730903	0.730903	positive
ESPL1	CCNE2	0.669102	0.669102	positive
ESPL1	DNMT3B	0.680236	0.680236	positive
ESPL1	FOXM1	0.892528	0.892528	positive
ESPL1	KIF11	0.859165	0.859165	positive
ESPL1	MKI67	0.862154	0.862154	positive
HGF	SLIT2	0.647694	0.647694	positive
ACE	HSPA12B	0.623027	0.623027	positive
ACE	TEK	0.633797	0.633797	positive
CTSK	MXRA5	0.673378	0.673378	positive
CTSK	THY1	0.762583	0.762583	positive
CCL4	CCL3	0.84256	0.84256	positive
THY1	LOX	0.616458	0.616458	positive
THY1	MXRA5	0.728299	0.728299	positive
TEK	EDNRB	0.738575	0.738575	positive
TEK	HSPA12B	0.736981	0.736981	positive
TEK	SLIT2	0.662843	0.662843	positive
TEK	SOX7	0.692833	0.692833	positive
KIF11	MAD2L1	0.815361	0.815361	positive
KIF11	CCNB1	0.837371	0.837371	positive
KIF11	NEK2	0.861519	0.861519	positive
KIF11	UBE2T	0.750093	0.750093	positive
KIF11	CCNE2	0.692675	0.692675	positive
KIF11	FOXM1	0.870919	0.870919	positive
KIF11	MKI67	0.90412	0.90412	positive
MAD2L1	CCNB1	0.871717	0.871717	positive
MAD2L1	CCNE2	0.714994	0.714994	positive
MAD2L1	FOXM1	0.763793	0.763793	positive
MAD2L1	MKI67	0.662345	0.662345	positive
MAD2L1	NEK2	0.850666	0.850666	positive
MAD2L1	UBE2T	0.811631	0.811631	positive
SOX7	HSPA12B	0.661067	0.661067	positive
HSPA12B	SOX18	0.717492	0.717492	positive
LOX	LOXL2	0.676964	0.676964	positive
LOX	MXRA5	0.665003	0.665003	positive
UBE2T	CCNB1	0.831976	0.831976	positive
UBE2T	NEK2	0.858904	0.858904	positive
UBE2T	CCNE2	0.704215	0.704215	positive
UBE2T	FOXM1	0.716655	0.716655	positive
CCNE2	CCNB1	0.689087	0.689087	positive
CCNE2	NEK2	0.722915	0.722915	positive
CCNE2	FOXM1	0.631433	0.631433	positive
MKI67	CCNB1	0.707688	0.707688	positive
MKI67	NEK2	0.757566	0.757566	positive
MKI67	FOXM1	0.875054	0.875054	positive
NEK2	CCNB1	0.859017	0.859017	positive
NEK2	FOXM1	0.845986	0.845986	positive
FOXM1	CCNB1	0.794284	0.794284	positive
FOXM1	DNMT3B	0.610958	0.610958	positive
